similarity	WordSim353	{"segment": "all"}	glove	glove.42B.300d	cosinesimilarity	0.5692571587335463	455
similarity	WordSim353	{"segment": "similarity"}	glove	glove.42B.300d	cosinesimilarity	0.6669282404286048	203
similarity	WordSim353	{"segment": "relatedness"}	glove	glove.42B.300d	cosinesimilarity	0.47027961813139624	252
similarity	MEN	{"segment": "full"}	glove	glove.42B.300d	cosinesimilarity	0.7362114335555245	3000
similarity	MEN	{"segment": "dev"}	glove	glove.42B.300d	cosinesimilarity	0.7337184918517261	2000
similarity	MEN	{"segment": "test"}	glove	glove.42B.300d	cosinesimilarity	0.7401917166170379	1000
similarity	RadinskyMTurk	{}	glove	glove.42B.300d	cosinesimilarity	0.6450058503814153	287
similarity	RareWords	{}	glove	glove.42B.300d	cosinesimilarity	0.37703319466437535	2034
similarity	SimLex999	{}	glove	glove.42B.300d	cosinesimilarity	0.3738020718244834	999
similarity	SimVerb3500	{}	glove	glove.42B.300d	cosinesimilarity	0.2264191444557777	3500
similarity	SemEval17Task2	{"segment": "trial"}	glove	glove.42B.300d	cosinesimilarity	0.4943240454076367	18
similarity	SemEval17Task2	{"segment": "test"}	glove	glove.42B.300d	cosinesimilarity	0.3906136466111312	500
similarity	BakerVerb143	{}	glove	glove.42B.300d	cosinesimilarity	0.3275223900563209	144
similarity	YangPowersVerb130	{}	glove	glove.42B.300d	cosinesimilarity	0.5294822944053583	130
analogy	GoogleAnalogyTestSet	{"category": "capital-common-countries"}	glove	glove.42B.300d	threecosmul	0.9426877470355731	506
analogy	GoogleAnalogyTestSet	{"category": "capital-common-countries"}	glove	glove.42B.300d	threecosadd	0.950592885375494	506
analogy	GoogleAnalogyTestSet	{"category": "capital-world"}	glove	glove.42B.300d	threecosmul	0.9334659593280283	4524
analogy	GoogleAnalogyTestSet	{"category": "capital-world"}	glove	glove.42B.300d	threecosadd	0.9383289124668435	4524
analogy	GoogleAnalogyTestSet	{"category": "currency"}	glove	glove.42B.300d	threecosmul	0.2090069284064665	866
analogy	GoogleAnalogyTestSet	{"category": "currency"}	glove	glove.42B.300d	threecosadd	0.1697459584295612	866
analogy	GoogleAnalogyTestSet	{"category": "city-in-state"}	glove	glove.42B.300d	threecosmul	0.7754357519254155	2467
analogy	GoogleAnalogyTestSet	{"category": "city-in-state"}	glove	glove.42B.300d	threecosadd	0.7807053100932306	2467
analogy	GoogleAnalogyTestSet	{"category": "family"}	glove	glove.42B.300d	threecosmul	0.9090909090909091	506
analogy	GoogleAnalogyTestSet	{"category": "family"}	glove	glove.42B.300d	threecosadd	0.9090909090909091	506
analogy	GoogleAnalogyTestSet	{"category": "gram1-adjective-to-adverb"}	glove	glove.42B.300d	threecosmul	0.3235887096774194	992
analogy	GoogleAnalogyTestSet	{"category": "gram1-adjective-to-adverb"}	glove	glove.42B.300d	threecosadd	0.3024193548387097	992
analogy	GoogleAnalogyTestSet	{"category": "gram2-opposite"}	glove	glove.42B.300d	threecosmul	0.3657635467980296	812
analogy	GoogleAnalogyTestSet	{"category": "gram2-opposite"}	glove	glove.42B.300d	threecosadd	0.35591133004926107	812
analogy	GoogleAnalogyTestSet	{"category": "gram3-comparative"}	glove	glove.42B.300d	threecosmul	0.8626126126126126	1332
analogy	GoogleAnalogyTestSet	{"category": "gram3-comparative"}	glove	glove.42B.300d	threecosadd	0.8558558558558559	1332
analogy	GoogleAnalogyTestSet	{"category": "gram4-superlative"}	glove	glove.42B.300d	threecosmul	0.8761140819964349	1122
analogy	GoogleAnalogyTestSet	{"category": "gram4-superlative"}	glove	glove.42B.300d	threecosadd	0.8368983957219251	1122
analogy	GoogleAnalogyTestSet	{"category": "gram5-present-participle"}	glove	glove.42B.300d	threecosmul	0.8304924242424242	1056
analogy	GoogleAnalogyTestSet	{"category": "gram5-present-participle"}	glove	glove.42B.300d	threecosadd	0.8087121212121212	1056
analogy	GoogleAnalogyTestSet	{"category": "gram6-nationality-adjective"}	glove	glove.42B.300d	threecosmul	0.8836772983114447	1599
analogy	GoogleAnalogyTestSet	{"category": "gram6-nationality-adjective"}	glove	glove.42B.300d	threecosadd	0.8830519074421513	1599
analogy	GoogleAnalogyTestSet	{"category": "gram7-past-tense"}	glove	glove.42B.300d	threecosmul	0.5551282051282052	1560
similarity	WordSim353	{"segment": "all"}	glove	glove.6B.100d	cosinesimilarity	0.481987981608143	455
similarity	WordSim353	{"segment": "similarity"}	glove	glove.6B.100d	cosinesimilarity	0.5799827276018642	203
similarity	WordSim353	{"segment": "relatedness"}	glove	glove.6B.100d	cosinesimilarity	0.376402746508488	252
similarity	MEN	{"segment": "full"}	glove	glove.6B.100d	cosinesimilarity	0.6809149015235968	3000
