0	analogy	GoogleAnalogyTestSet	{"category": "capital-common-countries"}	threecosmul	0.4743083003952569	0
0	analogy	GoogleAnalogyTestSet	{"category": "capital-world"}	threecosmul	0.5045495905368517	2326
0	analogy	GoogleAnalogyTestSet	{"category": "currency"}	threecosmul	0.021834061135371178	408
0	analogy	GoogleAnalogyTestSet	{"category": "city-in-state"}	threecosmul	0.15322253749493311	0
0	analogy	GoogleAnalogyTestSet	{"category": "family"}	threecosmul	0.7	126
0	analogy	GoogleAnalogyTestSet	{"category": "gram1-adjective-to-adverb"}	threecosmul	0.05913978494623656	62
0	analogy	GoogleAnalogyTestSet	{"category": "gram2-opposite"}	threecosmul	0.19166666666666668	212
0	analogy	GoogleAnalogyTestSet	{"category": "gram3-comparative"}	threecosmul	0.5998498498498499	0
0	analogy	GoogleAnalogyTestSet	{"category": "gram4-superlative"}	threecosmul	0.5579322638146168	0
0	analogy	GoogleAnalogyTestSet	{"category": "gram5-present-participle"}	threecosmul	0.5615530303030303	0
0	analogy	GoogleAnalogyTestSet	{"category": "gram6-nationality-adjective"}	threecosmul	0.5679414157851912	370
0	analogy	GoogleAnalogyTestSet	{"category": "gram7-past-tense"}	threecosmul	0.45681511470985153	78
0	analogy	GoogleAnalogyTestSet	{"category": "gram8-plural"}	threecosmul	0.5713213213213213	0
0	analogy	GoogleAnalogyTestSet	{"category": "gram9-plural-verbs"}	threecosmul	0.5655172413793104	0
0	analogy	GoogleAnalogyTestSet	{"category": "capital-common-countries"}	threecosadd	0.5335968379446641	0
0	analogy	GoogleAnalogyTestSet	{"category": "capital-world"}	threecosadd	0.5700636942675159	2326
0	analogy	GoogleAnalogyTestSet	{"category": "currency"}	threecosadd	0.019650655021834062	408
0	analogy	GoogleAnalogyTestSet	{"category": "city-in-state"}	threecosadd	0.17916497770571543	0
0	analogy	GoogleAnalogyTestSet	{"category": "family"}	threecosadd	0.7157894736842105	126
0	analogy	GoogleAnalogyTestSet	{"category": "gram1-adjective-to-adverb"}	threecosadd	0.08172043010752689	62
0	analogy	GoogleAnalogyTestSet	{"category": "gram2-opposite"}	threecosadd	0.23166666666666666	212
0	analogy	GoogleAnalogyTestSet	{"category": "gram3-comparative"}	threecosadd	0.6268768768768769	0
0	analogy	GoogleAnalogyTestSet	{"category": "gram4-superlative"}	threecosadd	0.5846702317290553	0
0	analogy	GoogleAnalogyTestSet	{"category": "gram5-present-participle"}	threecosadd	0.6212121212121212	0
0	analogy	GoogleAnalogyTestSet	{"category": "gram6-nationality-adjective"}	threecosadd	0.5752644426362896	370
0	analogy	GoogleAnalogyTestSet	{"category": "gram7-past-tense"}	threecosadd	0.4966261808367072	78
0	analogy	GoogleAnalogyTestSet	{"category": "gram8-plural"}	threecosadd	0.6539039039039038	0
0	analogy	GoogleAnalogyTestSet	{"category": "gram9-plural-verbs"}	threecosadd	0.5459770114942529	0
